user_id,transaction_date,region,product_category,sale_amount,city,age,subscription,email,username,status,price,store_id,raw_timestamp
U0031,2024-10-20,South,Clothing,7156.13,Surat,61,Free,user17@email.com,user_17,,3229.22,S003,2024-11-15 00:47:00
U0096,2024-05-25,West,Food,7122.75,Delhi,55,Basic,user18@email.com,,Pending,2364.04,S002,2024-10-20 00:19:00
U0224,2024-08-28,West,Electronics,2826.25,Pune,48,Basic,user19@email.com,user_19,Pending,2884.43,S005,2024-07-13 06:57:00
U0239,2024-09-02,North,Clothing,8965.28,Pune,20,Free,user20@email.com,,Pending,3879.24,S001,2024-08-28 12:24:00
U0518,2024-08-13,North,Food,8530.7,Surat,45,Basic,user21@email.com,user_21,Pending,655.82,S004,2024-01-19 22:43:00
U0617,2024-06-23,West,Electronics,4644.08,Chennai,61,Free,user22@email.com,user_22,Pending,4776.42,S001,2024-05-18 22:24:00
U0028,2024-04-04,North,Clothing,2260.27,Bangalore,59,Premium,user23@email.com,user_23,Active,3091.2,S002,2024-06-20 11:51:00
U0575,2024-01-27,South,Food,3091.24,Jaipur,53,Premium,user24@email.com,user_24,Active,234.2,S002,2024-09-19 13:26:00
U0204,2024-05-09,South,Clothing,5254.32,Chennai,65,Premium,user25@email.com,user_25,Pending,804.31,S001,2024-12-28 10:08:00
U0734,2024-09-01,East,Home,6273.7,Hyderabad,60,Free,user26@email.com,user_26,Active,540.04,S002,2024-06-26 23:16:00
U0666,2024-02-28,West,Sports,5886.42,Chennai,33,Basic,user27@email.com,user_27,Inactive,2387.3,S001,2024-10-09 06:31:00
U0541,2024-10-09,North,Sports,172.74,Ahmedabad,42,Free,,user_28,Active,4906.83,S002,2024-05-24 08:05:00
U0559,2024-07-24,East,Home,9994.35,Surat,53,Basic,user29@email.com,user_29,Pending,3665.91,S002,2024-08-18 21:05:00
U0430,2024-09-08,South,Clothing,9668.21,Pune,35,Basic,user30@email.com,user_30,Pending,4499.97,S004,2024-12-07 10:55:00
U0226,2024-02-07,West,Home,8409.85,Pune,31,Premium,user31@email.com,user_31,Active,4463.44,S003,2024-09-17 03:01:00
U0460,2024-10-22,South,Sports,5658.43,Bangalore,48,Premium,user32@email.com,user_32,,2106.08,S001,2024-03-06 03:15:00
U0604,2024-11-18,North,Sports,5978.35,Ahmedabad,51,Free,,user_33,Inactive,,S005,2024-02-08 05:23:00
U0285,2024-12-17,East,Clothing,2898.5,Kolkata,54,Free,user34@email.com,user_34,Pending,581.22,S004,2024-02-03 04:36:00
U0007,2024-01-28,North,Sports,6875.69,Hyderabad,37,Premium,,user_35,Pending,373.68,S004,2024-05-01 02:55:00
U0778,2024-03-18,North,Home,4869.21,Kolkata,23,Free,user36@email.com,user_36,,3036.6,S003,2024-02-08 00:46:00
U0164,2024-03-17,West,Clothing,3429.21,Pune,54,Premium,,,Pending,4618.52,S002,2024-01-07 23:51:00
U0715,2024-10-15,West,Home,2837.18,Pune,51,Free,user38@email.com,user_38,Inactive,3496.64,S005,2024-06-23 19:04:00
U0433,2024-06-04,North,Clothing,3318.86,Kolkata,46,Basic,user39@email.com,user_39,Inactive,4944.47,S004,2024-03-20 18:40:00
U0349,2024-02-13,West,Sports,2841.16,Chennai,48,Free,user40@email.com,user_40,Inactive,1006.67,S004,2024-08-23 20:55:00
U0285,2024-05-07,East,Food,6595.58,Ahmedabad,61,Premium,user41@email.com,user_41,Pending,2193.2,S002,2024-06-18 21:06:00
U0160,2024-03-01,East,Clothing,9526.66,Bangalore,55,Free,user42@email.com,user_42,Inactive,1013.95,S004,2024-11-09 03:03:00
U0221,2024-10-12,North,Clothing,6549.52,Surat,46,Basic,user43@email.com,user_43,Pending,4071.05,S005,2024-12-26 04:12:00
U0782,2024-08-01,East,Food,1964.76,Bangalore,46,Basic,user44@email.com,user_44,Active,969.56,S003,2024-02-11 05:05:00
U0345,2024-11-06,North,Sports,5221.21,Surat,26,Basic,user45@email.com,user_45,Active,3149.29,S005,2024-02-16 00:27:00
U0105,2024-11-01,East,Home,2478.99,Hyderabad,54,Premium,user46@email.com,user_46,Active,1025.66,S004,2024-12-17 07:13:00
U0095,2024-11-12,South,Electronics,662.07,Delhi,29,Free,user47@email.com,user_47,Active,4467.52,S001,2024-01-26 22:05:00
U0390,2024-04-25,North,Food,8587.42,Chennai,60,Premium,user48@email.com,user_48,Pending,2046.06,S003,2024-07-17 10:40:00
U0100,2024-09-24,East,Electronics,8119.29,Hyderabad,33,Premium,user49@email.com,user_49,Pending,369.11,S005,2024-09-28 06:30:00
U0368,2024-07-13,South,Sports,4100.57,Jaipur,27,Premium,user50@email.com,user_50,Active,3652.59,S003,2024-04-11 22:31:00
U0353,2024-08-18,North,Clothing,3263.9,Kolkata,15,Free,user51@email.com,,Inactive,3214.74,S003,2024-11-05 22:11:00
U0619,2024-08-14,East,Clothing,1485.3,Kolkata,22,Premium,user52@email.com,user_52,,4163.69,S002,2024-08-28 09:46:00
U0603,2024-10-05,East,Sports,352.01,Hyderabad,16,Free,,user_53,Inactive,2373.93,S003,2024-12-12 18:55:00
U0045,2024-10-28,South,Home,5023.99,Bangalore,44,Basic,user54@email.com,user_54,Active,3096.21,S003,2024-02-01 14:11:00
U0748,2024-08-07,West,Home,3026.49,Bangalore,55,Free,user55@email.com,,Active,697.99,S004,2024-09-16 00:05:00
U0471,2024-06-05,West,Sports,9078.42,Ahmedabad,65,Free,user56@email.com,user_56,Pending,,S005,2024-03-31 06:16:00
U0550,2024-10-18,South,Sports,4105.53,Mumbai,22,Premium,user57@email.com,user_57,Pending,1886.83,S004,2024-03-14 17:36:00
U0128,2024-11-13,South,Sports,7393.65,Bangalore,62,Basic,user58@email.com,user_58,Active,,S001,2024-04-06 22:07:00
U0388,2024-01-31,North,Sports,5871.93,Kolkata,28,Free,user59@email.com,,,,S003,2024-12-25 02:12:00
U0081,2024-11-08,West,Sports,9948.06,Ahmedabad,54,Free,user60@email.com,user_60,Pending,1498.15,S005,2024-04-05 10:48:00
U0566,2024-02-20,North,Sports,8178.55,Bangalore,41,Premium,user61@email.com,user_61,Active,1160.56,S003,2024-04-26 05:25:00
U0301,2024-04-16,East,Clothing,3497.35,Jaipur,41,Basic,user62@email.com,user_62,Pending,1661.29,S001,2024-11-21 18:18:00
U0644,2024-11-16,South,Electronics,7162.36,Jaipur,17,Premium,user63@email.com,user_63,Pending,4703.68,S003,2024-11-03 13:32:00
U0634,2024-04-18,North,Home,6894.55,Pune,36,Premium,user64@email.com,user_64,Inactive,1264.4,S004,2024-11-23 09:13:00
U0371,2024-05-15,South,Electronics,6419.3,Ahmedabad,37,Premium,user65@email.com,user_65,Inactive,349.08,S001,2024-08-06 08:52:00
U0592,2024-12-04,North,Clothing,4809.78,Chennai,50,Premium,user66@email.com,user_66,Inactive,4840.89,S005,2024-06-25 23:15:00
U0197,2024-02-11,East,Food,9412.61,Chennai,55,Free,user67@email.com,user_67,Pending,,S002,2024-09-28 00:41:00
U0722,2024-03-21,East,Electronics,3649.12,Jaipur,28,Basic,user68@email.com,user_68,Inactive,4267.44,S001,2024-12-15 08:18:00
U0072,2024-05-02,West,Food,3071.93,Surat,15,Basic,user69@email.com,user_69,Active,2505.23,S002,2024-03-23 02:03:00
U0047,2024-03-29,West,Clothing,1782.87,Mumbai,55,Premium,user70@email.com,user_70,Inactive,292.67,S004,2024-02-02 15:22:00
U0678,2024-10-09,East,Home,6610.39,Kolkata,27,Premium,user71@email.com,user_71,,563.26,S001,2024-01-31 19:48:00
U0234,2024-02-08,North,Food,5626.66,Delhi,59,Free,user72@email.com,user_72,Inactive,4587.78,S001,2024-08-08 02:43:00
U0792,2024-03-21,South,Clothing,3008.46,Bangalore,33,Premium,user73@email.com,user_73,Inactive,159.59,S005,2024-08-16 00:47:00
U0297,2024-01-02,East,Sports,4760.73,Mumbai,31,Premium,user74@email.com,,Active,1311.8,S003,2024-12-11 02:20:00
U0082,2024-07-28,East,Home,7435.1,Hyderabad,65,Free,user75@email.com,user_75,Active,3826.03,S002,2024-10-28 11:44:00
U0239,2024-08-18,North,Sports,7279.35,Chennai,19,Basic,user76@email.com,user_76,Active,2739.97,S003,2024-12-14 19:43:00
U0104,2024-12-18,East,Home,5634.41,Ahmedabad,34,Basic,,user_77,Active,4621.63,S003,2024-02-03 18:16:00
U0390,2024-10-31,East,Home,9134.99,Delhi,34,Premium,user78@email.com,user_78,Active,4392.57,S004,2024-06-12 14:22:00
U0285,2024-08-28,North,Electronics,9474.54,Ahmedabad,47,Basic,user79@email.com,user_79,Pending,373.83,S004,2024-09-02 11:31:00
U0465,2024-05-29,East,Home,9005.95,Pune,50,Basic,user80@email.com,user_80,Pending,4522.58,S005,2024-06-02 15:20:00
U0651,2024-01-17,West,Electronics,6578.9,Chennai,35,Basic,user81@email.com,user_81,Inactive,3830.22,S001,2024-10-06 23:12:00
U0374,2024-04-28,West,Food,2300.31,Pune,64,Free,user82@email.com,user_82,,,S005,2024-04-26 18:10:00
U0167,2024-05-27,West,Home,2310.95,Pune,15,Basic,user83@email.com,user_83,Pending,4750.04,S002,2024-01-22 22:22:00
U0380,2024-12-27,West,Food,8727.18,Jaipur,22,Premium,user84@email.com,,Pending,3066.04,S004,2024-07-28 14:56:00
U0524,2024-02-20,East,Home,4262.68,Jaipur,58,Premium,user85@email.com,,Active,2761.61,S005,2024-08-24 10:59:00
U0215,2024-12-25,South,Electronics,8879.75,Chennai,36,Free,user86@email.com,user_86,Active,1359.84,S002,2024-07-25 14:55:00
U0687,2024-08-20,West,Sports,3779.66,Pune,36,Premium,user87@email.com,user_87,Inactive,,S002,2024-08-25 14:09:00
U0274,2024-02-06,West,Home,5897.15,Mumbai,40,Free,user88@email.com,,Pending,,S002,2024-03-13 23:48:00
U0719,2024-12-17,East,Clothing,4691.23,Kolkata,61,Premium,user89@email.com,user_89,Pending,3255.18,S001,2024-07-16 13:01:00
U0700,2024-04-29,East,Sports,1266.04,Delhi,51,Premium,user90@email.com,user_90,Inactive,1524.06,S002,2024-03-12 10:24:00
U0664,2024-05-15,North,Electronics,631.4,Pune,54,Premium,user91@email.com,user_91,Active,4857.61,S003,2024-11-19 04:25:00
U0074,2024-11-16,West,Clothing,6380.53,Surat,16,Basic,user92@email.com,user_92,Pending,,S005,2024-07-06 00:27:00
U0209,2024-07-22,North,Food,5845.1,Hyderabad,26,Free,,user_93,Active,,S005,2024-12-04 05:09:00
U0651,2024-12-04,West,Electronics,6244.48,Surat,27,Premium,user94@email.com,,Active,4058.7,S002,2024-10-30 05:13:00
U0176,2024-04-11,South,Sports,4774.97,Surat,36,Premium,user95@email.com,user_95,Pending,4302.87,S005,2024-02-18 00:25:00
U0547,2024-08-05,East,Food,2025.98,Jaipur,36,Premium,user96@email.com,user_96,Pending,3692.24,S005,2024-08-29 04:17:00
U0747,2024-02-28,East,Food,1286.18,Bangalore,58,Free,user97@email.com,user_97,Inactive,270.18,S005,2024-06-21 06:01:00
U0251,2024-10-05,North,Electronics,6838.91,Chennai,45,Basic,user98@email.com,user_98,Active,3480.25,S001,2024-09-11 12:10:00
U0168,2024-04-25,North,Sports,5345.4,Pune,45,Free,user99@email.com,user_99,Inactive,2139.9,S005,2024-06-04 17:17:00
U0474,2024-11-27,East,Electronics,4189.76,Pune,17,Free,user100@email.com,user_100,Active,2195.38,S003,2024-04-26 06:31:00
U0389,2024-03-17,East,Clothing,8721.41,Jaipur,56,Basic,user101@email.com,user_101,Inactive,4912.85,S005,2024-11-06 23:31:00
U0277,2024-05-16,East,Clothing,1592.71,Ahmedabad,23,Basic,user102@email.com,user_102,Pending,976.29,S002,2024-08-09 13:54:00
U0656,2024-03-13,West,Home,9924.24,Ahmedabad,45,Premium,,user_103,Inactive,299.03,S005,2024-03-22 15:42:00
U0705,2024-02-06,West,Food,3492.43,Delhi,24,Free,user104@email.com,,Pending,2947.2,S002,2024-01-31 11:06:00
U0571,2024-01-31,South,Home,9873.2,Kolkata,55,Free,,user_105,Active,3739.9,S003,2024-02-04 10:45:00
U0225,2024-03-25,West,Sports,8939.17,Surat,44,Basic,user106@email.com,user_106,Active,3967.97,S002,2024-09-01 19:18:00
U0702,2024-06-06,East,Clothing,9867.83,Chennai,49,Premium,user107@email.com,user_107,Inactive,4954.78,S001,2024-03-13 07:33:00
U0333,2024-10-31,West,Home,1517.92,Ahmedabad,36,Premium,user108@email.com,user_108,Active,,S002,2024-09-10 06:26:00
U0787,2024-10-18,North,Clothing,8637.7,Bangalore,44,Basic,user109@email.com,user_109,Active,4064.98,S005,2024-09-08 00:19:00
U0795,2024-05-27,East,Clothing,1885.53,Bangalore,65,Premium,user110@email.com,user_110,Active,,S002,2024-11-19 05:21:00
U0058,2024-08-12,West,Clothing,900.03,Pune,41,Premium,user111@email.com,user_111,Active,911.16,S002,2024-11-18 09:43:00
U0235,2024-03-04,East,Electronics,3393.03,Kolkata,62,Premium,,user_112,,,S005,2024-11-12 13:39:00
U0033,2024-08-27,North,Home,9867.74,Surat,18,Free,user113@email.com,user_113,Inactive,3279.49,S005,2024-03-03 19:08:00
U0324,2024-12-18,North,Food,3202.8,Surat,48,Basic,user114@email.com,user_114,Active,1469.14,S004,2024-09-28 09:21:00
U0411,2024-06-04,West,Home,674.33,Kolkata,34,Premium,user115@email.com,user_115,Inactive,2398.72,S002,2024-07-10 22:55:00
U0275,2024-12-24,East,Food,4575.33,Delhi,51,Basic,user116@email.com,user_116,Pending,393.25,S003,2024-03-06 11:36:00
U0068,2024-07-25,South,Home,2172.89,Delhi,61,Premium,user117@email.com,,Inactive,2722.79,S001,2024-08-30 02:01:00
U0217,2024-05-19,North,Home,7758.07,Bangalore,58,Premium,user118@email.com,user_118,Pending,3678.74,S004,2024-08-16 11:26:00
U0581,2024-09-13,South,Clothing,5805.16,Pune,35,Basic,user119@email.com,user_119,Pending,4576.35,S003,2024-05-06 06:20:00
U0736,2024-10-03,West,Food,1668.51,Hyderabad,50,Free,user120@email.com,user_120,Active,3568.54,S004,2024-12-18 07:58:00
U0323,2024-09-09,North,Food,7873.59,Pune,49,Basic,user121@email.com,user_121,Pending,3903.24,S005,2024-06-09 20:58:00
U0218,2024-08-12,South,Food,7819.55,Pune,16,Premium,user122@email.com,user_122,,3271.68,S004,2024-08-31 08:35:00
U0672,2024-02-11,North,Home,1381.12,Chennai,28,Basic,user123@email.com,user_123,Pending,1345.0,S004,2024-06-23 18:50:00
U0512,2024-11-02,South,Food,4393.74,Chennai,51,Premium,user124@email.com,user_124,Active,2522.19,S004,2024-06-18 22:12:00
U0406,2024-01-21,East,Home,4351.16,Surat,58,Premium,user125@email.com,user_125,Pending,,S003,2024-03-06 10:50:00
U0659,2024-08-09,East,Electronics,4347.35,Kolkata,36,Free,user126@email.com,user_126,Pending,3530.45,S002,2024-11-19 18:58:00
U0546,2024-08-14,West,Clothing,4826.26,Chennai,65,Basic,user127@email.com,user_127,Active,1406.12,S003,2024-04-27 22:37:00
U0147,2024-11-05,North,Sports,146.22,Ahmedabad,37,Premium,user128@email.com,,Active,694.29,S001,2024-11-08 07:52:00
U0272,2024-05-08,South,Electronics,5384.45,Pune,19,Basic,user129@email.com,user_129,Pending,1160.37,S001,2024-05-07 15:36:00
U0143,2024-01-14,West,Food,7333.52,Surat,24,Basic,user130@email.com,user_130,Active,1061.74,S003,2024-08-28 00:20:00
U0253,2024-02-16,East,Clothing,9505.68,Jaipur,32,Premium,user131@email.com,user_131,,4083.73,S005,2024-09-18 03:24:00
U0763,2024-04-27,East,Clothing,8930.86,Ahmedabad,16,Basic,user132@email.com,user_132,Pending,4889.77,S003,2024-03-16 19:20:00
U0575,2024-12-11,West,Clothing,7592.79,Kolkata,36,Free,user133@email.com,user_133,Active,3253.04,S002,2024-02-11 16:31:00
U0552,2024-10-21,North,Clothing,5357.23,Bangalore,39,Premium,user134@email.com,user_134,Inactive,580.05,S005,2024-08-24 19:57:00
U0270,2024-10-27,South,Food,277.37,Bangalore,55,Free,user135@email.com,user_135,Active,178.44,S005,2024-05-16 02:28:00
U0765,2024-01-11,East,Clothing,140.83,Mumbai,49,Basic,user136@email.com,user_136,Pending,1927.04,S001,2024-07-18 06:50:00
U0599,2024-12-10,West,Sports,7362.67,Bangalore,25,Basic,user137@email.com,user_137,Pending,431.62,S001,2024-05-21 22:09:00
U0439,2024-05-17,East,Sports,2340.03,Hyderabad,51,Premium,user138@email.com,user_138,Active,3052.64,S004,2024-07-05 01:30:00
U0598,2024-10-22,East,Clothing,8782.15,Chennai,53,Basic,user139@email.com,user_139,Inactive,4315.24,S002,2024-05-06 07:40:00
U0113,2024-08-11,South,Home,3189.71,Delhi,39,Premium,user140@email.com,,Active,231.63,S002,2024-01-02 10:22:00
U0371,2024-03-30,North,Food,1116.81,Hyderabad,26,Premium,user141@email.com,user_141,,930.29,S004,2024-11-13 15:35:00
U0225,2024-08-28,North,Sports,5083.03,Bangalore,53,Free,user142@email.com,user_142,Inactive,270.78,S002,2024-03-15 08:20:00
U0142,2024-09-22,South,Sports,3130.54,Kolkata,22,Free,user143@email.com,,Inactive,2712.33,S002,2024-09-05 10:38:00
U0522,2024-11-29,West,Sports,746.34,Delhi,65,Premium,user144@email.com,user_144,Pending,139.7,S004,2024-10-01 06:52:00
U0506,2024-08-14,West,Electronics,552.61,Delhi,63,Basic,user145@email.com,user_145,Active,4466.92,S002,2024-11-26 06:59:00
U0094,2024-05-22,North,Electronics,9489.79,Delhi,34,Premium,user146@email.com,user_146,Pending,4538.17,S004,2024-11-01 19:07:00
U0774,2024-04-02,East,Sports,4613.67,Ahmedabad,60,Premium,user147@email.com,user_147,Active,2958.88,S004,2024-05-31 23:03:00
U0049,2024-10-26,East,Home,5250.86,Jaipur,35,Basic,user148@email.com,user_148,Pending,1711.31,S005,2024-04-09 16:51:00
U0113,2024-08-11,West,Food,5288.76,Mumbai,60,Basic,user149@email.com,user_149,Inactive,2176.04,S002,2024-09-15 09:15:00
U0157,2024-11-21,South,Food,4393.29,Mumbai,17,Basic,user150@email.com,user_150,Active,3648.84,S002,2024-07-11 13:44:00
U0643,2024-09-08,East,Sports,6899.12,Kolkata,32,Premium,user151@email.com,user_151,Pending,295.02,S003,2024-01-06 09:16:00
U0164,2024-02-16,West,Sports,1424.52,Jaipur,41,Basic,,user_152,Inactive,1946.67,S001,2024-04-14 04:18:00
U0697,2024-08-28,South,Food,9961.78,Delhi,20,Premium,user153@email.com,user_153,,3393.07,S002,2024-01-13 00:41:00
U0433,2024-06-27,North,Home,4952.77,Delhi,46,Basic,user154@email.com,user_154,Active,4690.5,S003,2024-11-25 13:05:00
U0611,2024-07-28,South,Electronics,7526.14,Chennai,30,Free,user155@email.com,user_155,,2867.29,S002,2024-07-07 14:49:00
U0066,2024-06-19,North,Electronics,1732.35,Surat,38,Premium,user156@email.com,user_156,Active,2599.38,S004,2024-03-16 14:40:00
U0395,2024-06-13,West,Sports,9078.25,Bangalore,43,Free,user157@email.com,user_157,Inactive,1912.64,S001,2024-07-14 17:10:00
U0391,2024-12-09,South,Food,8138.88,Delhi,34,Free,user158@email.com,user_158,,4624.06,S005,2024-10-31 14:48:00
U0611,2024-02-23,West,Electronics,289.33,Kolkata,28,Premium,user159@email.com,user_159,Inactive,85.77,S002,2024-06-09 03:59:00
U0480,2024-03-23,North,Home,2320.78,Chennai,48,Free,user160@email.com,user_160,Inactive,4755.33,S002,2024-05-20 14:17:00
U0542,2024-06-17,East,Sports,9850.31,Hyderabad,34,Free,user161@email.com,user_161,Inactive,1257.16,S004,2024-04-11 22:38:00
U0258,2024-07-29,East,Clothing,2190.78,Hyderabad,26,Premium,user162@email.com,user_162,Active,1694.29,S002,2024-08-20 09:10:00
U0567,2024-12-21,North,Sports,316.94,Chennai,22,Premium,user163@email.com,user_163,Inactive,3081.58,S003,2024-10-27 04:20:00
U0607,2024-03-30,East,Clothing,5095.87,Ahmedabad,38,Basic,user164@email.com,user_164,,3299.56,S003,2024-01-09 03:03:00
U0742,2024-02-09,East,Sports,1319.3,Bangalore,65,Free,user165@email.com,,Inactive,4053.19,S001,2024-06-16 17:30:00
U0395,2024-06-13,South,Food,7139.99,Bangalore,17,Basic,user166@email.com,user_166,Inactive,630.29,S001,2024-07-07 04:20:00
U0118,2024-07-24,South,Food,7942.06,Jaipur,64,Premium,user167@email.com,,Active,1611.74,S005,2024-07-11 17:01:00
U0699,2024-10-08,East,Food,3814.41,Bangalore,27,Free,user168@email.com,user_168,Pending,902.13,S003,2024-11-17 13:41:00
U0265,2024-07-05,South,Food,6439.18,Mumbai,20,Basic,user169@email.com,user_169,Active,2205.15,S005,2024-06-14 12:11:00
U0769,2024-08-20,North,Home,7735.37,Mumbai,43,Basic,user170@email.com,user_170,Active,4829.77,S001,2024-06-16 19:53:00
U0274,2024-02-15,South,Home,6269.03,Pune,47,Basic,user171@email.com,user_171,Pending,4223.18,S005,2024-01-18 20:18:00
U0788,2024-06-10,South,Clothing,5979.85,Pune,16,Premium,user172@email.com,user_172,Active,302.34,S004,2024-06-14 18:48:00
U0657,2024-05-09,South,Home,574.81,Ahmedabad,45,Free,user173@email.com,user_173,Active,1389.46,S002,2024-10-18 01:56:00
U0349,2024-06-14,West,Sports,1170.32,Ahmedabad,47,Basic,,user_174,Pending,1576.99,S004,2024-09-18 01:46:00
U0115,2024-02-29,North,Food,8377.59,Jaipur,24,Free,user175@email.com,user_175,Active,,S003,2024-03-08 15:04:00
U0301,2024-07-25,East,Electronics,577.53,Chennai,27,Premium,user176@email.com,user_176,Pending,3832.22,S001,2024-02-04 04:09:00
U0446,2024-09-20,East,Electronics,1246.32,Jaipur,36,Premium,user177@email.com,user_177,Pending,4346.59,S005,2024-02-22 16:10:00
U0162,2024-01-01,West,Electronics,4498.71,Ahmedabad,45,Basic,user178@email.com,user_178,Inactive,3155.39,S005,2024-04-30 02:48:00
U0465,2024-12-02,South,Sports,1323.59,Bangalore,61,Basic,user179@email.com,user_179,Inactive,3093.57,S004,2024-07-03 11:21:00
U0004,2024-10-04,North,Electronics,2602.11,Jaipur,48,Free,user180@email.com,,Pending,,S002,2024-02-11 13:21:00
U0740,2024-08-24,North,Electronics,7048.5,Bangalore,34,Premium,user181@email.com,,Inactive,202.12,S001,2024-02-05 15:25:00
U0737,2024-07-30,East,Clothing,2134.4,Surat,64,Free,user182@email.com,user_182,Active,4304.25,S003,2024-10-06 01:33:00
U0270,2024-01-28,West,Sports,6888.83,Surat,35,Premium,user183@email.com,user_183,Active,219.36,S003,2024-08-01 20:50:00
U0513,2024-04-06,West,Sports,192.12,Ahmedabad,24,Free,,user_184,Pending,313.46,S001,2024-07-21 22:09:00
U0781,2024-09-22,West,Electronics,4266.63,Surat,64,Premium,user185@email.com,user_185,,1302.68,S004,2024-10-07 02:52:00
U0183,2024-07-04,West,Sports,1099.7,Kolkata,21,Basic,user186@email.com,user_186,Active,3395.16,S003,2024-04-16 14:10:00
U0520,2024-11-14,North,Clothing,5251.06,Jaipur,48,Premium,user187@email.com,,Inactive,1773.14,S001,2024-02-29 08:14:00
U0109,2024-09-12,South,Clothing,6265.7,Jaipur,58,Premium,user188@email.com,,Pending,3006.89,S004,2024-05-02 01:41:00
U0641,2024-11-16,East,Food,7037.19,Chennai,23,Basic,user189@email.com,user_189,Inactive,396.62,S004,2024-12-15 17:01:00
U0306,2024-08-14,North,Clothing,4246.37,Pune,28,Free,user190@email.com,user_190,Inactive,2560.07,S005,2024-01-27 20:53:00
U0655,2024-01-27,West,Food,8996.36,Ahmedabad,61,Free,user191@email.com,user_191,Inactive,1635.69,S002,2024-12-23 07:30:00
U0520,2024-04-14,West,Electronics,5164.69,Jaipur,17,Premium,user192@email.com,user_192,Active,4115.24,S004,2024-01-22 01:14:00
U0624,2024-05-16,East,Food,6215.21,Hyderabad,44,Basic,user193@email.com,user_193,Active,3213.02,S003,2024-04-29 04:55:00
U0204,2024-10-08,South,Food,2898.8,Delhi,39,Free,user194@email.com,user_194,Active,723.97,S002,2024-03-11 16:20:00
U0157,2024-03-08,South,Electronics,7869.12,Ahmedabad,60,Basic,user195@email.com,user_195,Pending,3942.94,S005,2024-06-14 12:48:00
U0383,2024-05-27,South,Food,5027.62,Chennai,48,Basic,user196@email.com,,Inactive,2046.61,S001,2024-11-20 21:25:00
U0781,2024-08-12,West,Clothing,6129.12,Pune,22,Free,user197@email.com,user_197,Pending,2358.72,S001,2024-01-10 16:48:00
U0166,2024-12-23,North,Electronics,7801.79,Kolkata,15,Premium,user198@email.com,user_198,Active,3113.36,S005,2024-05-28 15:01:00
U0553,2024-09-05,North,Sports,8331.84,Chennai,34,Basic,user199@email.com,,Pending,232.61,S005,2024-12-08 22:44:00
U0798,2024-03-03,South,Food,9733.89,Bangalore,17,Basic,user200@email.com,user_200,Active,4560.24,S003,2024-07-31 17:04:00
U0544,2024-01-15,East,Clothing,3643.43,Chennai,58,Premium,user201@email.com,user_201,Pending,,S002,2024-01-21 06:37:00
U0001,2024-11-18,South,Sports,4156.59,Mumbai,53,Premium,,user_202,Active,4042.09,S004,2024-01-19 06:14:00
U0614,2024-11-07,South,Electronics,1687.7,Mumbai,20,Free,,user_203,Active,3906.56,S004,2024-10-25 15:00:00
U0378,2024-09-18,East,Electronics,5526.57,Jaipur,36,Premium,user204@email.com,user_204,Inactive,2911.62,S004,2024-06-27 22:05:00
